,Date,Frequency,,
308,YYYY-04-DD,0,,
309,YYYY-04-DD,0,,
310,YYYY-04-DD,0,,
311,YYYY-04-DD,0,,
312,YYYY-04-DD,0,,
313,YYYY-04-DD,0,,
314,YYYY-04-DD,0,,
315,YYYY-04-DD,0,,
316,YYYY-04-DD,0,,
317,YYYY-04-DD,0,,
318,YYYY-04-DD,0,,
319,YYYY-04-DD,0,,
320,YYYY-04-DD,0,,
321,YYYY-04-DD,0,,
322,YYYY-05-DD,0,,
323,YYYY-05-DD,0,,
324,YYYY-05-DD,0,,
325,YYYY-05-DD,0,,
326,YYYY-05-DD,1,,
327,YYYY-05-DD,0,,
328,YYYY-05-DD,0,,
329,YYYY-05-DD,0,,
330,YYYY-05-DD,0,,
331,YYYY-05-DD,0,,
332,YYYY-05-DD,0,,
333,YYYY-05-DD,0,,
334,YYYY-05-DD,0,,
335,YYYY-05-DD,0,,
336,YYYY-05-DD,0,,
337,YYYY-05-DD,0,,
338,YYYY-05-DD,0,,
339,YYYY-05-DD,1,,
340,YYYY-05-DD,0,,
341,YYYY-05-DD,0,,
342,YYYY-05-DD,0,,
343,YYYY-05-DD,0,,
344,YYYY-05-DD,0,,
345,YYYY-05-DD,0,,
346,YYYY-05-DD,2,,
347,YYYY-05-DD,0,,
348,YYYY-05-DD,0,,
349,YYYY-05-DD,0,,
350,YYYY-05-DD,0,,
351,YYYY-05-DD,0,,
352,YYYY-05-DD,0,,
353,YYYY-06-DD,1,,
354,YYYY-06-DD,3,,
355,YYYY-06-DD,0,,
356,YYYY-06-DD,0,,
357,YYYY-06-DD,1,,
358,YYYY-06-DD,0,,
359,YYYY-06-DD,0,,
360,YYYY-06-DD,0,,
361,YYYY-06-DD,2,,
362,YYYY-06-DD,0,,
363,YYYY-06-DD,0,,
364,YYYY-06-DD,1,,
365,YYYY-06-DD,1,,
366,YYYY-06-DD,0,,
367,YYYY-06-DD,0,,
368,YYYY-06-DD,0,,
369,YYYY-06-DD,1,,
370,YYYY-06-DD,0,,
371,YYYY-06-DD,0,,
372,YYYY-06-DD,0,,
373,YYYY-06-DD,0,,
374,YYYY-06-DD,0,,
375,YYYY-06-DD,1,,
376,YYYY-06-DD,0,,
377,YYYY-06-DD,0,,
378,YYYY-06-DD,0,,
379,YYYY-06-DD,0,,
380,YYYY-06-DD,0,,
381,YYYY-06-DD,0,,
382,YYYY-06-DD,0,,
383,YYYY-07-DD,0,,
384,YYYY-07-DD,0,,
385,YYYY-07-DD,0,,
386,YYYY-07-DD,0,,
387,YYYY-07-DD,0,,
388,YYYY-07-DD,0,,
389,YYYY-07-DD,0,,
390,YYYY-07-DD,0,,
391,YYYY-07-DD,0,,
392,YYYY-07-DD,0,,
393,YYYY-07-DD,0,,
394,YYYY-07-DD,0,,
395,YYYY-07-DD,0,,
396,YYYY-07-DD,0,,
397,YYYY-07-DD,0,,
398,YYYY-07-DD,0,,
399,YYYY-07-DD,0,,
400,YYYY-07-DD,1,,
401,YYYY-07-DD,0,,
402,YYYY-07-DD,0,,
403,YYYY-07-DD,0,,
404,YYYY-07-DD,1,,
405,YYYY-07-DD,0,,
406,YYYY-07-DD,0,,
407,YYYY-07-DD,0,,
408,YYYY-07-DD,0,,
409,YYYY-07-DD,0,,
410,YYYY-07-DD,0,,
411,YYYY-07-DD,0,,
412,YYYY-07-DD,1,,
413,YYYY-07-DD,0,,
414,YYYY-08-DD,0,,
415,YYYY-08-DD,0,,
416,YYYY-08-DD,0,,
417,YYYY-08-DD,0,,
418,YYYY-08-DD,0,,
419,YYYY-08-DD,0,,
420,YYYY-08-DD,1,,
421,YYYY-08-DD,2,,
422,YYYY-08-DD,0,,
423,YYYY-08-DD,0,,
424,YYYY-08-DD,0,,
425,YYYY-08-DD,0,,
426,YYYY-08-DD,0,,
427,YYYY-08-DD,1,,
428,YYYY-08-DD,0,,
429,YYYY-08-DD,1,,
430,YYYY-08-DD,0,,
431,YYYY-08-DD,0,,
432,YYYY-08-DD,0,,
433,YYYY-08-DD,1,,
434,YYYY-08-DD,2,,
435,YYYY-08-DD,1,,
436,YYYY-08-DD,0,,
437,YYYY-08-DD,0,,
438,YYYY-08-DD,0,,
439,YYYY-08-DD,0,,
440,YYYY-08-DD,0,,
441,YYYY-08-DD,0,,
442,YYYY-08-DD,0,,
443,YYYY-08-DD,0,,
444,YYYY-08-DD,0,,
445,YYYY-09-DD,0,,
446,YYYY-09-DD,0,,
447,YYYY-09-DD,0,,
448,YYYY-09-DD,0,,
449,YYYY-09-DD,0,,
450,YYYY-09-DD,0,,
451,YYYY-09-DD,0,,
452,YYYY-09-DD,0,,
453,YYYY-09-DD,0,,
454,YYYY-09-DD,1,,
455,YYYY-09-DD,0,,
456,YYYY-09-DD,0,,
457,YYYY-09-DD,0,,
458,YYYY-09-DD,0,,
459,YYYY-09-DD,0,,
460,YYYY-09-DD,0,,
461,YYYY-09-DD,0,,
462,YYYY-09-DD,1,,
463,YYYY-09-DD,0,,
464,YYYY-09-DD,0,,
465,YYYY-09-DD,0,,
466,YYYY-09-DD,0,,
467,YYYY-09-DD,0,,
468,YYYY-09-DD,0,,
469,YYYY-09-DD,0,,
470,YYYY-09-DD,0,,
471,YYYY-09-DD,0,,
472,YYYY-09-DD,0,,
473,YYYY-09-DD,1,,
474,YYYY-09-DD,0,,
475,YYYY-10-DD,0,,
476,YYYY-10-DD,0,,
477,YYYY-10-DD,0,,
478,YYYY-10-DD,0,,
479,YYYY-10-DD,0,,
480,YYYY-10-DD,0,,
481,YYYY-10-DD,0,,
482,YYYY-10-DD,0,,
483,YYYY-10-DD,0,,
484,YYYY-10-DD,0,,
485,YYYY-10-DD,0,,
486,YYYY-10-DD,0,,
487,YYYY-10-DD,0,,
488,YYYY-10-DD,0,,
489,YYYY-10-DD,2,,
490,YYYY-10-DD,0,,
491,YYYY-10-DD,0,,
492,YYYY-10-DD,0,,
493,YYYY-10-DD,0,,
494,YYYY-10-DD,0,,
495,YYYY-10-DD,0,,
496,YYYY-10-DD,0,,
497,YYYY-10-DD,0,,
498,YYYY-10-DD,0,,
499,YYYY-10-DD,0,,
500,YYYY-10-DD,0,,
501,YYYY-10-DD,0,,
502,YYYY-10-DD,0,,
503,YYYY-10-DD,0,,
504,YYYY-10-DD,0,,
505,YYYY-10-DD,0,,
506,YYYY-11-DD,0,,
507,YYYY-11-DD,0,,
508,YYYY-11-DD,0,,
509,YYYY-11-DD,0,,
510,YYYY-11-DD,2,,
511,YYYY-11-DD,2,,
512,YYYY-11-DD,0,,
513,YYYY-11-DD,2,,
514,YYYY-11-DD,0,,
515,YYYY-11-DD,0,,
516,YYYY-11-DD,2,,
517,YYYY-11-DD,0,,
518,YYYY-11-DD,0,,
519,YYYY-11-DD,0,,
520,YYYY-11-DD,0,,
521,YYYY-11-DD,0,,
522,YYYY-11-DD,0,,
523,YYYY-11-DD,0,,
524,YYYY-11-DD,4,,
525,YYYY-11-DD,0,,
526,YYYY-11-DD,0,,
527,YYYY-11-DD,0,,
528,YYYY-11-DD,0,,
529,YYYY-11-DD,0,,
530,YYYY-11-DD,0,,
531,YYYY-11-DD,0,,
532,YYYY-11-DD,0,,
533,YYYY-11-DD,2,,
534,YYYY-11-DD,1,,
535,YYYY-11-DD,0,,
536,YYYY-12-DD,0,,
537,YYYY-12-DD,1,,
538,YYYY-12-DD,1,,
539,YYYY-12-DD,1,,
540,YYYY-12-DD,0,,
541,YYYY-12-DD,0,,
542,YYYY-12-DD,0,,
543,YYYY-12-DD,0,,
544,YYYY-12-DD,0,,
545,YYYY-12-DD,0,,
546,YYYY-12-DD,0,,
547,YYYY-12-DD,0,,
548,YYYY-12-DD,0,,
549,YYYY-12-DD,0,,
550,YYYY-12-DD,0,,
551,YYYY-12-DD,0,,
552,YYYY-12-DD,1,,
553,YYYY-12-DD,0,,
554,YYYY-12-DD,0,,
555,YYYY-12-DD,0,,
556,YYYY-12-DD,0,,
557,YYYY-12-DD,0,,
558,YYYY-12-DD,0,,
559,YYYY-12-DD,0,,
560,YYYY-12-DD,2,,
561,YYYY-12-DD,0,,
562,YYYY-12-DD,0,,
563,YYYY-12-DD,1,,
564,YYYY-12-DD,0,,
565,YYYY-12-DD,0,,
566,YYYY-12-DD,0,,
567,YYYY-01-DD,0,,
568,YYYY-01-DD,0,,
569,YYYY-01-DD,0,,
570,YYYY-01-DD,0,,
571,YYYY-01-DD,1,,
572,YYYY-01-DD,0,,
573,YYYY-01-DD,6,,
574,YYYY-01-DD,0,,
575,YYYY-01-DD,0,,
576,YYYY-01-DD,1,,
577,YYYY-01-DD,0,,
578,YYYY-01-DD,2,,
579,YYYY-01-DD,0,,
580,YYYY-01-DD,0,,
581,YYYY-01-DD,0,,
582,YYYY-01-DD,0,,
583,YYYY-01-DD,0,,
584,YYYY-01-DD,1,,
585,YYYY-01-DD,1,,
586,YYYY-01-DD,2,,
587,YYYY-01-DD,0,,
588,YYYY-01-DD,0,,
589,YYYY-01-DD,0,,
590,YYYY-01-DD,2,,
591,YYYY-01-DD,0,,
592,YYYY-01-DD,0,,
593,YYYY-01-DD,0,,
594,YYYY-01-DD,0,,
595,YYYY-01-DD,0,,
596,YYYY-01-DD,2,,
597,YYYY-01-DD,1,,
598,YYYY-02-DD,0,,
599,YYYY-02-DD,0,,
600,YYYY-02-DD,0,,
601,YYYY-02-DD,0,,
602,YYYY-02-DD,1,,
603,YYYY-02-DD,0,,
604,YYYY-02-DD,0,,
605,YYYY-02-DD,0,,
606,YYYY-02-DD,0,,
607,YYYY-02-DD,0,,
608,YYYY-02-DD,0,,
609,YYYY-02-DD,0,,
610,YYYY-02-DD,2,,
611,YYYY-02-DD,0,,
612,YYYY-02-DD,1,,
613,YYYY-02-DD,0,,
614,YYYY-02-DD,2,,
615,YYYY-02-DD,0,,
616,YYYY-02-DD,0,,
617,YYYY-02-DD,0,,
618,YYYY-02-DD,0,,
619,YYYY-02-DD,0,,
620,YYYY-02-DD,0,,
621,YYYY-02-DD,0,,
622,YYYY-02-DD,2,,
623,YYYY-02-DD,1,,
624,YYYY-02-DD,0,,
625,YYYY-02-DD,0,,
626,YYYY-03-DD,0,,
627,YYYY-03-DD,0,,
628,YYYY-03-DD,2,,
629,YYYY-03-DD,0,,
630,YYYY-03-DD,1,,
631,YYYY-03-DD,0,,
632,YYYY-03-DD,0,,
633,YYYY-03-DD,0,,
634,YYYY-03-DD,0,,
635,YYYY-03-DD,1,,
636,YYYY-03-DD,0,,
637,YYYY-03-DD,0,,
638,YYYY-03-DD,2,,
639,YYYY-03-DD,0,,
640,YYYY-03-DD,0,,
641,YYYY-03-DD,1,,
642,YYYY-03-DD,0,,
643,YYYY-03-DD,0,,
644,YYYY-03-DD,0,,
645,YYYY-03-DD,0,,
646,YYYY-03-DD,0,,
647,YYYY-03-DD,1,,
648,YYYY-03-DD,1,,
649,YYYY-03-DD,0,,
650,YYYY-03-DD,0,,
651,YYYY-03-DD,0,,
652,YYYY-03-DD,0,,
653,YYYY-03-DD,1,,
654,YYYY-03-DD,0,,
655,YYYY-03-DD,0,,
656,YYYY-03-DD,0,,
657,YYYY-04-DD,2,,
658,YYYY-04-DD,1,,
659,YYYY-04-DD,0,,
660,YYYY-04-DD,0,,
661,YYYY-04-DD,0,,
662,YYYY-04-DD,0,,
663,YYYY-04-DD,0,,
664,YYYY-04-DD,0,,
665,YYYY-04-DD,0,,
666,YYYY-04-DD,0,,
667,YYYY-04-DD,0,,
668,YYYY-04-DD,0,,
669,YYYY-04-DD,0,,
670,YYYY-04-DD,0,,
671,YYYY-04-DD,0,,
672,YYYY-04-DD,0,,
673,YYYY-04-DD,0,,
674,YYYY-04-DD,0,,
675,YYYY-04-DD,0,,
676,YYYY-04-DD,0,,
677,YYYY-04-DD,0,,
678,YYYY-04-DD,0,,
679,YYYY-04-DD,0,,
680,YYYY-04-DD,1,,
681,YYYY-04-DD,0,,
682,YYYY-04-DD,0,,
683,YYYY-04-DD,1,,
684,YYYY-04-DD,1,,
685,YYYY-04-DD,0,,
686,YYYY-04-DD,0,,
687,YYYY-05-DD,0,,
688,YYYY-05-DD,0,,
689,YYYY-05-DD,0,,
690,YYYY-05-DD,0,,
691,YYYY-05-DD,2,,
692,YYYY-05-DD,0,,
693,YYYY-05-DD,1,,
694,YYYY-05-DD,0,,
695,YYYY-05-DD,0,,
696,YYYY-05-DD,0,,
697,YYYY-05-DD,0,,
698,YYYY-05-DD,0,,
699,YYYY-05-DD,0,,
700,YYYY-05-DD,1,,
701,YYYY-05-DD,0,,
702,YYYY-05-DD,0,,
703,YYYY-05-DD,0,,
704,YYYY-05-DD,0,,
705,YYYY-05-DD,0,,
706,YYYY-05-DD,2,,
707,YYYY-05-DD,0,,
708,YYYY-05-DD,0,,
709,YYYY-05-DD,2,,
710,YYYY-05-DD,2,,
711,YYYY-05-DD,0,,
712,YYYY-05-DD,0,,
713,YYYY-05-DD,0,,
714,YYYY-05-DD,0,,
715,YYYY-05-DD,0,,
716,YYYY-05-DD,0,,
717,YYYY-05-DD,0,,
718,YYYY-06-DD,0,,
719,YYYY-06-DD,0,,
720,YYYY-06-DD,0,,
721,YYYY-06-DD,0,,
722,YYYY-06-DD,0,,
723,YYYY-06-DD,0,,
724,YYYY-06-DD,0,,
725,YYYY-06-DD,0,,
726,YYYY-06-DD,0,,
727,YYYY-06-DD,0,,
728,YYYY-06-DD,0,,
729,YYYY-06-DD,1,,
730,YYYY-06-DD,0,,
731,YYYY-06-DD,0,,
732,YYYY-06-DD,0,,
733,YYYY-06-DD,1,,
734,YYYY-06-DD,1,,
735,YYYY-06-DD,0,,
736,YYYY-06-DD,0,,
737,YYYY-06-DD,1,,
738,YYYY-06-DD,0,,
739,YYYY-06-DD,0,,
740,YYYY-06-DD,0,,
741,YYYY-06-DD,0,,
742,YYYY-06-DD,0,,
743,YYYY-06-DD,0,,
744,YYYY-06-DD,0,,
745,YYYY-06-DD,1,,
746,YYYY-06-DD,0,,
747,YYYY-06-DD,1,,
748,YYYY-07-DD,0,,
749,YYYY-07-DD,3,,
750,YYYY-07-DD,1,,
751,YYYY-07-DD,0,,
752,YYYY-07-DD,0,,
753,YYYY-07-DD,0,,
754,YYYY-07-DD,0,,
755,YYYY-07-DD,2,,
756,YYYY-07-DD,0,,
757,YYYY-07-DD,0,,
758,YYYY-07-DD,0,,
759,YYYY-07-DD,0,,
760,YYYY-07-DD,0,,
761,YYYY-07-DD,0,,
762,YYYY-07-DD,0,,
763,YYYY-07-DD,0,,
764,YYYY-07-DD,0,,
765,YYYY-07-DD,0,,
766,YYYY-07-DD,0,,
767,YYYY-07-DD,0,,
768,YYYY-07-DD,0,,
769,YYYY-07-DD,0,,
770,YYYY-07-DD,0,,
771,YYYY-07-DD,1,,
772,YYYY-07-DD,0,,
773,YYYY-07-DD,0,,
774,YYYY-07-DD,0,,
775,YYYY-07-DD,0,,
776,YYYY-07-DD,0,,
777,YYYY-07-DD,0,,
778,YYYY-07-DD,0,,
779,YYYY-08-DD,2,,
780,YYYY-08-DD,0,,
781,YYYY-08-DD,0,,
782,YYYY-08-DD,1,,
783,YYYY-08-DD,0,,
784,YYYY-08-DD,0,,
785,YYYY-08-DD,0,,
786,YYYY-08-DD,0,,
787,YYYY-08-DD,0,,
788,YYYY-08-DD,0,,
789,YYYY-08-DD,0,,
790,YYYY-08-DD,0,,
791,YYYY-08-DD,0,,
792,YYYY-08-DD,0,,
793,YYYY-08-DD,0,,
794,YYYY-08-DD,1,,
795,YYYY-08-DD,0,,
796,YYYY-08-DD,0,,
797,YYYY-08-DD,0,,
798,YYYY-08-DD,0,,
799,YYYY-08-DD,1,,
800,YYYY-08-DD,0,,
801,YYYY-08-DD,0,,
802,YYYY-08-DD,6,,
803,YYYY-08-DD,0,,
804,YYYY-08-DD,1,,
805,YYYY-08-DD,0,,
806,YYYY-08-DD,0,,
807,YYYY-08-DD,1,,
808,YYYY-08-DD,0,,
809,YYYY-08-DD,0,,
810,YYYY-09-DD,1,,
811,YYYY-09-DD,0,,
812,YYYY-09-DD,0,,
813,YYYY-09-DD,0,,
814,YYYY-09-DD,0,,
815,YYYY-09-DD,0,,
816,YYYY-09-DD,0,,
817,YYYY-09-DD,0,,
818,YYYY-09-DD,1,,
819,YYYY-09-DD,0,,
820,YYYY-09-DD,1,,
821,YYYY-09-DD,3,,
822,YYYY-09-DD,1,,
823,YYYY-09-DD,0,,
824,YYYY-09-DD,0,,
825,YYYY-09-DD,0,,
826,YYYY-09-DD,0,,
827,YYYY-09-DD,0,,
828,YYYY-09-DD,0,,
829,YYYY-09-DD,0,,
830,YYYY-09-DD,0,,
831,YYYY-09-DD,0,,
832,YYYY-09-DD,0,,
833,YYYY-09-DD,1,,
834,YYYY-09-DD,2,,
835,YYYY-09-DD,0,,
836,YYYY-09-DD,0,,
837,YYYY-09-DD,0,,
838,YYYY-09-DD,0,,
839,YYYY-09-DD,0,,
840,YYYY-10-DD,0,,
841,YYYY-10-DD,0,,
842,YYYY-10-DD,0,,
843,YYYY-10-DD,1,,
844,YYYY-10-DD,0,,
845,YYYY-10-DD,0,,
846,YYYY-10-DD,1,,
847,YYYY-10-DD,0,,
848,YYYY-10-DD,0,,
849,YYYY-10-DD,0,,
850,YYYY-10-DD,0,,
851,YYYY-10-DD,1,,
852,YYYY-10-DD,0,,
853,YYYY-10-DD,0,,
854,YYYY-10-DD,0,,
855,YYYY-10-DD,0,,
856,YYYY-10-DD,0,,
857,YYYY-10-DD,0,,
858,YYYY-10-DD,0,,
859,YYYY-10-DD,0,,
860,YYYY-10-DD,0,,
861,YYYY-10-DD,0,,
862,YYYY-10-DD,0,,
863,YYYY-10-DD,0,,
864,YYYY-10-DD,0,,
865,YYYY-10-DD,0,,
866,YYYY-10-DD,1,,
867,YYYY-10-DD,0,,
868,YYYY-10-DD,3,,
869,YYYY-10-DD,0,,
870,YYYY-10-DD,0,,
871,YYYY-11-DD,0,,
872,YYYY-11-DD,0,,
